SNWMSS_ID,LCTN_ID,LCTN_NM,ELEVATION,STATUS,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X_COORDINATE,Y_COORDINATE
236,2G02A,Nickel Plate,1890,Inactive,49.313835,-119.976669,,1147460,1437809.2672000001,496135.86190000176
237,2G03,Blackwall Peak,1940,Inactive,49.09414,-120.7725,,1147461,1381877.8125000007,467196.5078000007
238,2G04,Lost Horse Mountain,1940,Active,49.27981,-120.12975,,1147462,1427021.4888000006,491433.354299997
239,2G05,Missezula Mountain,1550,Active,49.73831,-120.5441,,1147463,1393018.4279999991,539834.0512000015
240,2G06,Hamilton Hill,1490,Active,49.49914,-120.79439,,1147464,1376975.3605000002,511959.6167999981
241,3A01,Grouse Mountain,1100,Active,49.382986,-123.07987,,1147465,1212130.4868,489559.34080000035
242,3A02,Powell River Upper,1040,Active,50.26883,-124.3311,,1147466,1118936.9744000009,585093.0460999999
243,3A03,Powell River,940,Inactive,50.207378,-124.503448,,1147467,1106800.771600001,577982.5672999965
244,3A04,Powell River,670,Inactive,50.234222,-124.507865,,1147468,1106422.652699999,580961.9537000069
1,1A01,Yellowhead,1860,Inactive,52.90622,-118.5475,,1146329,1499303.6944999998,903870.1851000013
2,1A02,McBride Upper,1610,Inactive,53.30604,-120.31926,,1146330,1377318.3205,937316.7770000007
3,1A03,Barkerville,1470,Inactive,53.057338,-121.491828,,1146331,1301320.4686999994,904019.8635999989
4,1A04,Nechako,940,Inactive,53.583301,-124.943626,,1146332,1069776.134700001,953627.8733999981
5,1A05,Longworth Upper,1693,Inactive,53.950806,-121.44314,,1146333,1298157.1542000014,1003719.6934999991
6,1A06,Hansard,590,Inactive,54.085609,-121.86557,,1146334,1269672.2334000007,1017042.3638999993
7,1A06A,Hansard,608,Active,54.07586,-121.8655,,1146335,1269740.3061000002,1015956.3982999967
8,1A07,Fort St. James,810,Inactive,54.488781,-124.161155,,1146336,1118826.4059999997,1055709.060200003
9,1A08,Bowron Lake,1280,Inactive,53.249748,-121.370712,,1146337,1308001.5544000003,925962.9830000009
10,1A09,Torpy River,1070,Inactive,54.088321,-121.669952,,1146338,1282397.5497999992,1018107.2743999967
11,1A10,Prince George Airport,689,Active,53.881111,-122.67778,,1146339,1217809.3968000005,991453.7314999998
12,1A11,Pacific Lake,755,Active,54.382715,-121.578098,,1146340,1286329.2843999986,1051272.1374000004
13,1A12,Kaza Lake,1250,Active,56.022075,-126.295684,,1146341,981605.6194,1225350.867899998
14,1A13,Longworth Lower,1230,Inactive,53.947891,-121.45668,,1146342,1297293.2825999996,1003338.1108000027
15,1A14,Hedrick Lake,1110,Inactive,54.10734,-121.0033,,1147239,1325658.2322000002,1023088.4928000048
16,1A15,Knudsen Lake,1580,Inactive,54.302781,-120.7825,,1147240,1338417.0136999986,1045881.2733000005
17,1A16,Burns Lake,800,Active,54.23722,-125.745552,,1147241,1016545.2003000013,1026116.7681000037
18,1A17,Revolution Creek,1680,Inactive,53.78422,-120.3752,,1147242,1369375.3862,990210.9774999972
19,1A18,Holmes River,1900,Inactive,53.278789,-119.464241,,1147243,1434238.6842000003,939188.5270000054
20,1A19,Dome Mountain,1766,Inactive,53.622081,-121.024398,,1147244,1328088.666400001,968969.3660000004
21,1A20,Mcbride Middle,1160,Inactive,53.371604,-120.305252,,1147245,1377658.8864999982,944683.3524999991
22,1A21,Narrow Lake,1650,Inactive,53.581428,-121.898902,,1147246,1270758.3949000007,960743.2016999898
23,1A22,Mcbride Lower,790,Inactive,53.336231,-120.278511,,1147247,1379747.0606999982,940892.3609000044
24,1A23,Bird Creek,1180,Active,53.67236,-124.3419,,1147248,1109282.9310999997,964325.4471000042
25,1A24,Forfar Creek (Upper),1410,Inactive,54.983341,-125.583343,,1147249,1026602.3896999997,1109448.4206000064
26,1B01,Mount Wells,1490,Active,53.72861,-126.423614,,1147250,972115.4008000006,969406.2555
27,1B02,Tahtsa Lake,1300,Active,53.593055,-127.660835,,1147251,890329.2361999992,955482.2521000002
28,1B03,Pondosy Lake,1020,Inactive,53.17675,-126.887313,,1147252,940821.5567000007,908115.2846000018
29,1B04,Whitesail Lake,1330,Inactive,53.408519,-127.089477,,1147253,927737.3594999997,934160.0993000008
30,1B05,Skins Lake,890,Active,53.779445,-125.999725,,1147254,1000018.0800999993,974995.9121999945
31,1B06,Mount Swannell,1620,Active,53.34208,-125.2725,,1147255,1048330.7302999996,926439.1296999967
32,1B07,Nutli Lake,1490,Active,53.4575,-126.288055,,1147256,980915.4757000001,939108.2958999975
33,1C01,Brookmere,980,Active,49.81492,-120.8749,,1147257,1368615.8983000002,546549.4377000006
34,1C02,Porcupine Ridge,1830,Inactive,51.020484,-120.593544,,1147258,1378577.3659,681828.1141999988
35,1C03,Tranquille Lake,1420,Inactive,50.935928,-120.597557,,1147259,1379014.8212000006,672417.6434999993
36,1C04,Pass Lake,870,Inactive,50.848941,-120.504798,,1147260,1386260.6096000005,663261.4789999994
37,1C05,McGillivray Pass,1725,Inactive,50.698252,-122.624857,,1147261,1238188.5894000009,637164.057199996
38,1C06,Pavilion,1230,Active,50.90764,-121.8178,,1147262,1293707.3902000005,663476.6789999986
39,1C07,Lac Le Jeune Lower,1370,Inactive,50.680042,-120.59291,,1147263,1381514.2156000016,644034.8490999956
40,1C08,Nazko,1070,Inactive,53.01958,-123.6541,,1147264,1157013.8400999994,892811.795300005
41,1C09,Highland Valley,1550,Inactive,50.510726,-120.90232,,1147265,1361077.7199000013,623616.6489000022
42,1C09A,Highland Valley,1510,Active,50.5,-120.9833,,1147266,1355435.9755000002,622016.0578000024
43,1C10,French Snowshoe,1580,Inactive,52.799861,-121.490966,,1147267,1303206.203,875359.666100001
44,1C11,Mount Penrose,1430,Inactive,50.849849,-122.94886,,1147268,1214610.9359000002,652988.9464999968
45,1C12,Green Mountain,1630,Inactive,50.776878,-122.883934,,1147269,1219532.2934,645070.9756000042
46,1C13,Black Mountain,1570,Inactive,52.332126,-121.17321,,1147270,1328095.3604,824725.5077999998
47,1C13A,Horsefly Mountain,1550,Inactive,52.34089,-121.0599,,1147271,1335716.9713000006,826231.6783000054
48,1C14,Bralorne,1389,Inactive,50.77497,-122.788519,,1147272,1226259.5637999994,645159.2150999978
49,1C15,Shalalth,1460,Inactive,50.697921,-122.229133,,1147273,1266092.342499999,638536.7497000042
50,1C16,Lytton,270,Inactive,50.247581,-121.564163,,1147274,1316097.8963000001,591233.3526999978
51,1C17,Mount Timothy,1660,Active,51.90489,-121.2588,,1147275,1325473.9179999987,776807.9692000085
52,1C19,Gnawed Mountain,1580,Inactive,50.4333,-120.9667,,1147276,1357137.4784999993,614694.844399998
53,1C20,Boss Mtn. Mine,1460,Inactive,52.1069,-120.86727,,1147277,1350675.0335000001,801142.4498000033
54,1C21,Big Creek,1140,Active,51.70633,-123.0406,,1147278,1204174.5414000012,748042.259399998
55,1C22,Puntzi Mountain,940,Active,52.12591,-124.09405,,1147279,1130258.4353000005,792297.0715999966
56,1C23,Penfold Creek,1685,Active,52.748222,-120.559622,,1147280,1366163.1021999991,874017.0842000013
57,1C24,Yanks Peak,1710,Inactive,52.850498,-121.41481,,1147281,1307954.5604999997,881325.0578000089
58,1C25,Lac Le Jeune Upper,1509,Active,50.45911,-120.497,,1147282,1390177.6612,620038.5981000019
59,1C26,Harry Lake,1350,Inactive,50.832809,-121.612472,,1147283,1308625.2164999985,656033.0442000004
60,1C27,Cornwall Hills,2000,Inactive,50.697879,-121.453811,,1147284,1320734.6621000008,641745.6201000009
61,1C28,Duffey Lake,1200,Active,50.37918,-122.48262,,1147285,1249982.2416999992,602181.9752000002
62,1C29,Shovelnose Mountain,1450,Active,49.85675,-120.86332,,1147286,1369110.0829000012,551249.2325000009
63,1C30,Spahomin,1450,Inactive,50.125259,-120.35865,,1147287,1402923.7109000003,583780.4497999987
64,1C31,Conant Lake,1370,Inactive,50.362514,-120.536178,,1147288,1388234.2515999994,609105.4186999993
65,1C32,Deadman River,1430,Inactive,51.098691,-120.609886,,1147289,1376772.7080000006,690425.7813000083
66,1C33,Granite Mountain,1175,Inactive,52.532428,-122.271759,,1147290,1252326.2181999995,842518.4067000002
67,1C33A,Granite Mountain,1150,Active,52.53125,-122.2715,,1147291,1252350.6470999992,842388.1384000024
68,1C34,Bonaparte Lake,1450,Inactive,51.330142,-120.507888,,1147292,1381890.0918000003,716677.9440000011
69,1C35,Fish Lake,1500,Inactive,51.279998,-123.370002,,1147293,1183223.9913,699674.493900001
70,1C35A,Fish Lake No. 2,1550,Inactive,51.290001,-123.400001,,1147294,1181094.0797,700710.8759999992
71,1C36,Pavilion Mtn.,1960,Inactive,50.59,-121.43,,1147295,1323186.9207000006,629869.6899999976
72,1C37,Bralorne (Upper),1981,Inactive,50.798287,-122.745129,,1147296,1229195.0616000004,647892.1092000008
73,1C38,Downton Lake Upper,1887,Active,50.85991,-123.183382,,1147297,1198079.6182000006,653424.6641000016
74,1C39,Bridge Glacier Lower,1390,Active,50.845265,-123.458753,,1147298,1178781.3863000004,651062.1764999973
75,1C40,Tyaughton Creek (North),1947,Inactive,51.147118,-122.793789,,1147299,1224012.1539999987,686542.5536999973
76,1C42,Caverhill Lake New,1400,Active,51.32649,-120.3846,,1147300,1390477.284,716944.9052000046
77,1D01,Coquitlam Lake,300,Inactive,49.363876,-122.804489,,1147301,1232218.1446999998,488301.8781999992
78,1D02,Cypress Lake,340,Inactive,49.44215,-122.203216,,1147302,1275407.8087000013,499146.1322999997
79,1D03,Upper Stave River,140,Inactive,49.518692,-122.24279,,1147303,1272088.6197000006,507488.47839999944
80,1D04,Alouette Lake,460,Inactive,49.415527,-122.319999,,1147304,1267098.2009999997,495743.91229999624
81,1D05,Steelhead,580,Inactive,49.233757,-122.265365,,1147305,1272125.0308000003,475780.98789999913
82,1D06,Tenquille Lake,1680,Inactive,50.53625,-122.92996,,1147306,1217453.0474999987,618167.345800003
245,3A05,Powell River Lower,910,Active,50.26395,-124.337439,,1147469,1118498.0492000007,584539.5777999973
246,3A06,Powell River,810,Inactive,50.247371,-124.592689,,1147470,1100344.5399999984,582300.7865000004
247,3A07,Burwell Lake,880,Inactive,49.458713,-122.992897,,1147471,1218087.4296000008,498232.40540000144
248,3A08,Hollyburn,1100,Inactive,49.4,-123.1833,,1147472,1204545.7230999996,491144.2207000032
249,3A09,Palisade Lake,880,Active,49.453772,-123.03317,,1147473,1215191.3967000002,497560.48710000515
250,3A10,Dog Mountain,1080,Active,49.372643,-122.95676,,1147474,1221117.7122999998,488787.6496000029
251,3A11,Loch Lomond,900,Inactive,49.58333,-123.0833,,1147475,1210964.2564000003,511798.0669999989
252,3A12,Freda Lake,700,Inactive,50.004817,-124.166741,,1147476,1131408.3215999994,556021.3825999983
253,3A13,Tatlayoko Lake,1710,Inactive,51.651401,-124.414428,,1147477,1109551.3935000007,738879.3712999988
254,3A14,Garibaldi Lake,1620,Inactive,49.969158,-122.986198,,1147478,1216157.5403999996,554955.4381000008
255,3A15,Mount Seymour,1070,Inactive,49.36667,-122.95,,1147479,1221637.170600001,488145.62590000033
256,3A16,Whistler Mountain,1450,Inactive,50.05656,-123.002098,,1147480,1214606.2579999994,564620.1106000002
257,3A17,Tiedemann Glacier,1400,Inactive,51.599773,-124.892745,,1147481,1076596.4589000004,732498.1901999991
258,3A18,Toba River,1550,Inactive,50.686882,-123.914108,,1147482,1147276.1115,632389.0846000016
259,3A19,Orchid Lake,1190,Active,49.536248,-123.05234,,1147483,1213420.1575000004,506661.68610000703
260,3A20,Callaghan Creek,1040,Active,50.138583,-123.103778,,1147484,1206958.3950999987,573434.0187999997
261,3A21,Diamond Head,1420,Inactive,49.81496,-122.977249,,1147485,1217531.0118000014,537849.6535000019
262,3A22,Nostetuko River,1600,Inactive,51.132453,-124.454322,,1147486,1108057.7385000007,681015.1768999957
263,3A22A,Nostetuko River,1500,Inactive,51.242889,-124.456939,,1147487,1107606.7015000002,693309.575699999
264,3A26,Chapman Creek,1022,Active,49.58439,-123.58602,,1147488,1174614.1776000005,510546.7424999997
265,3A27,Edwards Lake,1070,Active,49.5932,-123.62853,,1147489,1171507.5942999995,511421.62830000557
266,3B01,Forbidden Plateau,1100,Active,49.653453,-125.207248,,1147490,1057267.2981000012,515567.7189999977
267,3B02,Mount Cokely,1250,Inactive,49.24833,-124.59168,,1147491,1102626.1914000001,471241.3489999976
268,3B02A,Mount Cokely,1190,Active,49.248,-124.591,,1147492,1102676.4670999995,471205.67610000167
269,3B03,Labour Day Lake,1020,Inactive,49.17086,-124.602218,,1147493,1102028.3099000005,462620.66110000387
270,3B04,Elk River,270,Active,49.85601,-125.81807,,1147494,1013084.7497000003,537786.494
271,3B05,Upper Quinsam,640,Inactive,49.94363,-125.501594,,1147495,1035777.439999999,547640.1902000047
272,3B06,Tripp Meadows,820,Inactive,48.540721,-123.818267,,1147496,1161392.4948000002,394129.1356000006
273,3B07,Alligator Meadows,520,Inactive,48.540882,-123.911613,,1147497,1154488.7970000012,393938.7356999973
274,3B08,June Lake,980,Inactive,49.545188,-125.273262,,1147498,1052622.2731999995,503481.6623999998
275,3B09,Burman Lake,1250,Inactive,49.635295,-125.751625,,1147499,1017949.6864999998,513259.84159999434
276,3B10,Upper Thelwood Lake,990,Active,49.524913,-125.70371,,1147500,1021463.7690999985,501002.7678000014
277,3B11,Memory Lake,1280,Inactive,49.586692,-125.381782,,1147501,1044724.3904,508020.4978999961
278,3B12,Lyford Mountain,910,Inactive,48.855327,-124.557617,,1147502,1105997.4396999998,427647.25989999995
279,3B13,Heather Mountain,1170,Inactive,48.94281,-124.45112,,1147503,1113609.916300001,437525.2017999999
280,3B14,Newcastle Ridge,1170,Inactive,50.400028,-126.046806,,1147504,996673.6355000008,598291.5364000043
281,3B15,Bear Creek Reservoir,450,Inactive,48.506278,-123.917045,,1147505,1154200.0622000012,390088.16280000005
282,3B16,Sno-Bird Lake,1400,Inactive,49.052196,-124.337036,,1147506,1121691.091800001,449860.8010999989
283,3B17,Wolf River Upper,1490,Inactive,49.750118,-125.694137,,1147507,1022049.0765000005,526042.2201999975
284,3B18,Wolf River Middle,990,Active,49.706711,-125.695999,,1147508,1021935.5749999989,521215.3384999987
285,3B19,Wolf River Lower,640,Active,49.724464,-125.702509,,1147509,1021457.5454999994,523187.25659999717
286,3B20,Sproat Lake,1220,Inactive,49.303218,-125.150848,,1147510,1061808.303400001,476690.03410000354
287,3B21,Margaret Lake,1040,Inactive,49.484203,-125.471252,,1147511,1038336.9595999989,496576.03140000347
288,3B22,Tennent Lake,1134,Inactive,49.579578,-125.63739,,1147512,1026236.9433999992,507101.5814000061
289,3B24,Heather Mountain Upper,1190,Inactive,48.943894,-124.45196,,1147513,1113545.6800000002,437644.21109999437
290,3C01,Precipice,1220,Inactive,52.4267,-125.636337,,1147514,1024684.4432999993,824145.2893999899
291,3C02,Bella Coola,1380,Inactive,52.530158,-126.629508,,1147515,957373.6993000006,835808.8783
